img_path,description,label_id,label
imgamazon\51kuTpkxvgL._AC_SL1080_.jpg,"About this item
Display: 6.5 inches, Super AMOLED - 1080 x 2340 pixels
Memory: 128GB, 6GB RAM - MicroSD, up to 1TB
Camera: Triple - 50MP(OIS)+ 5MP + 2MP, Selfie - 13 MP
Platform: Android -- Mediatek Helio G99 -- Octa-core -- Mali-G57 MC2
Battery: 5000 mAh, non-removable
Dimensions: 6.30 x 3.02 x 0.33 in, 7.05 oz",1,Smartphones
imgamazon\71n1Bn04lJL._AC_SL1500_.jpg,"About this item
Meet Google Pixel 8a, the Google AI phone; with the incredible Pixel Camera and top-rated security features to help protect your data[1]
Unlocked Android 5G smartphone gives you the flexibility to change carriers and choose your own data plan[2]; it works with Google Fi, Verizon, T-Mobile, AT&T, and other major carriers
The Pixel Camera gives you amazing photo and video quality; Google AI helps you create perfect group shots with Best Take and fix blurry images with Photo Unblur[3]
The 6.1-inch Pixel 8a Actua display is even brighter and more vibrant; it’s fast and responsive for smoother scrolling, video streaming, and switching between apps on your phone[4]
Google AI helps with everyday tasks; search anything right from the app you’re in, just by drawing a circle around an image, text, or video[5]; get a summary of emails and brainstorm ideas with Gemini[6]; and avoid spammers with Call Assist[7]",1,Smartphones
imgamazon\71+hnEbeddL._AC_SL1500_.jpg,"About this item
Display: 6.7 inches HD + PLS LCD, 720 x 1600 pixels
Memory: 64GB 4GB RAM - microSD up to 1TB
Camera: Dual - 50 MP, f/1.8, (wide), AF + 2 MP, f/2.4, (depth) - Selfie 8 MP
Platform: Android -- Mediatek MT6769V/CZ Helio G85 -- Octa-core -- Mali-G52 MC2
Battery: Li-Po 5000 mAh, non-removable
Dimensions: 6.65 x 3.08 x 0.35 in, 6.88 oz",1,Smartphones
imgamazon\71JN6auKgKL._AC_SL1500_.jpg,"About this item
Experience the future with the 5G Dual SIM - Reno 11 Pro unlocked smartphone. This cutting-edge device supports 5G/4G/3G/2G cellular networks, offering a wider range of bands for seamless connectivity. Unlocked for All Carriers, the Reno 11 Pro is ready to keep you connected no matter where life takes you.
Unleash the power of technology and enjoy our Reno 11 Pro unlocked phone! With a powerful 6000mAh battery, bid farewell to constant battery anxiety. Intelligent AI battery management further extends standby time, letting you use it worry-free.
Experience a visual masterpiece on the expansive 6.7-inch high-definition LCD screen of the Reno 11 Pro Android phone, boasting an impressive 95% screen-to-body ratio. Immerse yourself in stunning clarity and vibrant colors as this phone brings your photos, movies, videos, and games to life, offering an unparalleled immersive experience.
Fueled by a robust 8-core processor and boasting a spacious 256GB storage capacity, the Reno 11 Pro unlocked smartphone ensures exceptional performance and ample storage to meet all your needs with ease.
Take your photography to new heights with a comprehensive camera upgrade on the Reno 11 Pro unlocked Android phone. The main 50MP camera, paired with advanced image processing technology, captures vibrant colors and astonishing details with precision. Meanwhile, the 13MP front camera, featuring built-in portrait enhancement, guarantees outstanding selfies and crystal-clear images during video calls.
Enhance your mobile security with the Reno 11 Pro unlocked cell phone, seamlessly integrating cutting-edge facial recognition and fingerprint unlocking technologies. Bid farewell to cumbersome passwords as this device transcends traditional identification methods, flawlessly combining state-of-the-art security with unparalleled convenience.
In the box: 1 x Reno 11 Pro smartphone, 1 x Power Adapter, 1 x SIM Needle, 1 x Phone case, 1× HD screen protector, 1 x USB-C 2.0 Charger Cable, 1 x earphone, 1 x User Manual.",1,Smartphones
imgamazon\61xrE9hme2L._AC_SL1500_.jpg,"About this item
Advanced low-light 50MP camera. Easily capture sharp and bright photos at night with Ultra Pixel technology, Google Auto Enhance, and more.
Ultrafast 68W TurboPower charging. Get power for the day in just 15 minutes of charging.¹
Beautifully designed, fully protected. Enjoy the premium look and feel of a symmetrically curved design, vegan leather, and IP68 water protection.²
One-touch access to anything. Go right to your favorite app—or an app function—just by pressing the Quick Button on the side of the phone.
Worry-free storage and fast performance. Hold up to 256GB³ of photos and videos, and feel the speed of a Snapdragon 7s Gen 2 processor.
Cinematic 6.6"" pOLED display. Enjoy your favorite shows and movies with infinite contrast, and in bright, vibrant colors that meet cinematic standards.
Exclusive Moto software. Run the most intuitive Android yet and make the most of your phone with useful and fun Moto experiences.",1,Smartphones
imgamazon\71MKNCEgE6L._AC_SL1500_.jpg,"About this item
6.1"" Super Retina XDR display. 5G Superfast downloads, high?quality streaming
Cinematic mode in 1080p at 30 fps. Dolby Vision HDR video recording up to 4K at 60 fps. 2X Optical zoom range
A15 Bionic chip. New 6-core CPU with 2 performance and 4 efficiency cores. New 4-core GPU. New 16-core Neural Engine
Up to 19 hours video playback. Face ID. Ceramic Shield front. Aerospace-grade aluminum",1,Smartphones
imgamazon\714VEceyfQL._AC_SL1500_.jpg,"About this item
?Dynamic LED Light Effect for Unique Style and Notifications?The DOOGEE Blade GT rugged smartphone brings an innovative dynamic LED light effect to the market, offering a perfect combination of functionality and style.These customizable LED lights on the back panel glow in various colors and patterns, providing real-time notifications for calls, messages, and app alerts.Whether you're gaming, attending an event, or working outdoors, this rugged phone's LED effect adds a personal touch and ensures you never miss important updates.Perfect for nighttime use or creating a unique vibe, the lights make this rugged smartphone unlocked a standout device for both practicality and self-expression.
?6nm MediaTek Dimensity 7050 Processor & AI Features?Powered by the 6nm MediaTek Dimensity 7050 processor, the Blade GT rugged smartphone delivers excellent performance and energy efficiency. With 8 cores and a 2.6GHz clock speed, it's perfect for multitasking, gaming, and streaming. As an Android 14 rugged phone, it ensures smooth operation, making it a reliable unlocked rugged phone for both work and play.Blade GT has powerful AI capabilities,including AI Erase, AI Background Replacement, AI Digital Human and AI Portrait,These cutting-edge AI capabilities make the Blade GT an unmatched rugged phone for photography, creativity, and everyday use.",1,Smartphones
imgamazon\61r7cCpQPlL._AC_SL1500_.jpg,"About this item
Fast Charging: Pixel 7a has a 24-hour battery life and supports fast charging up to 72 hours with Extreme Battery Saver turned on.
Advanced Camera: Pixel 7a has a 6.1-inch OLED display with 1080p video capture and a 64MP rear camera that performs well in low light.
Security Features: Pixel 7a has a 6.1-inch OLED display with 1080p video capture and a 64MP rear camera that performs well in low light. It also has a biometric fingerprint sensor for quick unlocking.
Wireless Connectivity: Pixel 7a supports NFC, Wi-Fi, USB, and Bluetooth for easy connectivity to other devices.
Water Resistant Design: Pixel 7a has a water-resistant design that allows you to use it even in rainy or wet conditions.
Long Battery Life: Pixel 7a has a 4385mAh battery that provides up to 24 hours of use per charge, with the option to extend battery life up to 72 hours with Extreme Battery Saver.
Dual SIM Card Slots: Pixel 7a has dual SIM card slots for convenient use with two separate phone numbers.",1,Smartphones
imgamazon\81DVyBtY9UL._AC_SL1500_.jpg,"About this item
GSM Unlocked Freedom: Enjoy unrestricted carrier choice with compatibility for T-Mobile, Metro PCS, and other GSM networks. SIM card not included. For network compatibility, please verify with your carrier. Important: Not compatible with AT&T, Cricket new activations or CDMA networks like Verizon.
Bold Aesthetics, Refined Design: The G44 boasts a unique textured back that seamlessly blends sporty elegance. Meticulously crafted, every detail is designed to turn heads.
Immersive Display, Accessible Price: With a spacious 6.8” HD+ display, the G44 delivers an unparalleled visual experience without breaking the bank. From capturing memories to gaming marathons, immerse yourself in every moment.
Triple Camera Brilliance: Unleash your creativity with the G44’s powerful triple camera system. Capture stunning photos and videos that truly stand out.
All-Day Power, Non-Stop Fun: Stay powered up all day long with the G44’s robust battery. No more worrying about running out of juice.
Security at Your Fingertips: Enjoy effortless and secure access to your phone with advanced fingerprint technology. Safeguard your apps and data with confidence.",1,Smartphones
imgamazon\71KIwlL2QmL._AC_SL1500_.jpg,"About this item
GSM Unlocked: Use your preferred GSM carrier with ease. Compatible with T-Mobile, Metro PCS, and others. Sim card not included. For availability on select networks, please consult your service provider. Note: This device is not compatible with AT&T/Cricket or CDMA networks like Verizon and Sprint.
The Future of Mobile Technology: Experience a new era of mobile connectivity with 5G phones. Offering speeds up to 100 times faster than 4G, you can stream, download, and game like never before. Enjoy more reliable connections and lower latency, ensuring you stay connected even in crowded areas.
Curved Brilliance: Elevate your gaming and video watching with a 120Hz display. With twice the frame rate of a standard 60Hz display, you’ll experience smoother, more fluid motion, making your games and videos look more realistic than ever.
Next-Level Gaming: The BOLD K50 is more than just a phone; it’s a mobile gaming powerhouse. Powered by the next-gen MediaTek Dimensity 6300 processor and the ultra-capable ARM Mali-G57 GPU, it delivers smooth, high-performance gameplay to keep you ahead of the competition.
Breathing Light: The BOLD K50 camera features a beautiful halo breathing light that elegantly pulses to life upon receiving notifications, adding a touch of style to your device.
Perfect Connection: Stay seamlessly connected with NFC technology, which allows you to effortlessly link your phone with all your other gadgets. Enjoy a stress-free daily life with automatic connections to your essential devices.",1,Smartphones
imgamazon\61O66kJiiGL._AC_SL1500_.jpg,"About this item
Compatible with T-Mobile 5G and Verizon 5G. Ready for 5G on other select networks dependent on availability; contact your service provider for details. Compatible with all major 4G U.S. carriers, including Verizon, ATandT, and T-Mobile. It also works with prepaid carriers, including Cricket Wireless, Metro by T-Mobile, Simple Mobile, Total Wireless, Tracfone, Net10, Mint, TracFone, and H2O.
Built-in Stylus. Jot notes, edit photos, sketch artwork, and navigate effortessly. Be more productive and unleash your imagination.
Fast Performance plus 5G speed. Connect at the fastest possible speeds with 5G powered by a Snapdragon 6 Gen 1 processor.
6.6"" 120Hz display and Dolby Atmos. Experience immersive entertainment on a large FHD plus display backed by multidimensional sound.
50MP Camera System. Capture your sharpest, brightest photos even in the most challenging light with Utra Pixel technology.
256GB Storage. Hold your everday inspirations and sill have planty of room for your apps, photos, songs, and movies.
5000mAh unbelievable battery life. Never worry about recharging thanks to a 5000mAh battery.",1,Smartphones
imgamazon\71W35QFu3zL._AC_SL1500_.jpg,"DOOGEE Note 58 phone unlocked runs on the latest Android 15, delivering a faster, smoother, and more intuitive experience. With enhanced security and advanced privacy controls, your data stays safe while you enjoy seamless multitasking and lightning-fast app launches. Designed for efficiency and convenience, the android 15 mobile phone ensures a superior, user-friendly experience, keeping you connected, protected, and entertained like never before. Stay powered all day with a high-capacity 6250mAh battery—no more constant recharging! Despite its impressive battery life, doogee note58 cell phone is incredibly lightweight at just 0.43 lbs and ultra-slim at 0.33 inches/8.66mm, making cellphone easy to carry and hold. With OTG reverse charging, you can power up other devices like headphones or speakers on the go. Whether for work, gaming, or streaming, this unlocked Android phone keeps you connected and entertained in a sleek, portable design measuring 6.6 x 3 x 0.33 inches.",1,Smartphones
imgamazon\71Ua9NgQgWL._AC_SL1500_.jpg,"About this item
CIRCLE & SEARCH¹ IN A SNAP: What’s your favorite influencer wearing? Where’d they go on vacation? What’s that word mean? Don’t try to describe it — use Circle to Search1 with Google to get the answer; With S24 Series, circle it on your screen and learn more
REAL EASY, REAL-TIME TRANSLATIONS: Speak foreign languages on the spot with Live Translate²; Unlock the power of convenient communication with near real-time voice translations, right through your Samsung Phone app
NOTE SMARTER, NOT HARDER: Focus on capturing your notes and spend less time perfecting them; Note Assist³ will summarize, format, and even translate them for you; All of your notes are organized neatly so that you can find what you need
MORE WOW, LESS WORK: Turn every photo into a post-worthy masterpiece; Move or remove objects; Fill in empty space; Simply snap a pic and take it from great to jaw-dropping with Generative Edit?
CAPTURE. SHARE. IMPRESS: Share more of life’s most share-worthy moments in natural, true-to-life color with 50MP camera",1,Smartphones
imgamazon\41iqZeCPN3L._AC_.jpg,"About this item
Immersive Display: Enjoy an enhanced viewing experience on the 6.5-inch screen, designed for improved visibility and clarity.
Impressive Camera: Capture stunning photos with the 5MP front and 5MP
Long-Lasting Battery: The 3000 mAh battery ensures extended usage, reducing the need for frequent recharging.",1,Smartphones
imgamazon\61-0BtzHKBL._AC_SL1500_.jpg,"About this item
2.4x larger external display*. Do even more using the fully functional 3.6"" external display.
Iconic flip design, refined. Choose from on-trend colors in soft vegan leather with a durable, compact, and comfortable design.
Endless ways to capture. Explore your creativity with Flex View, using the phone like a camcorder, stepping into a personal photo booth, and snapping hands-free selfies.
Next-gen 50MP camera system. Capture stunning photos in any light and ultra-smooth videos on the move with moto ai.
All-day battery life**. Go a full day and night with a 4200mAh battery, fuel up fast with TurboPower 30W charging, and charge wirelessly.**
More powerful stereo sound. Listen with 20% louder speakers***—and enjoy sound from every direction with Dolby Atmos featuring Spatial Audio.
*As compared to the external display size on motorola razr 2023.",1,Smartphones
imgamazon\71IZFZGzOzL._AC_SL1500_.jpg,"3D Curved pOLED 120 Hz Display with Gorilla Glass 5
The moto g85 5G is elevated with the latest Android 14
Swipe to Share with Smart Connect
Ultra Premium Design with Vegan Leather Finish
Powerful Snapdragon 6s Gen 3 Processor
Dolby Atmos Dual Stereo Speakers
Massive 5000 mAh Battery and 33 W Charging",1,Smartphones
imgamazon\71E0h1iHRvL._AC_SL1500_.jpg,"8849 Tank 3 Pro unlocked smartphone with a updated projector(120Hz projection refresh rate/854*480 resolution), experience a truly immersive feeling. Therefore, you can project your documents, movies, or else you want to show the large screen, say goodbye to the small screen and limited viewing angle. Not only that, 8849 Tank 3 Pro rugged phone 5G can also be projected normally while linking the game controller to play games 8849 Tank 3 Pro rugged smartphone unlocked is equipped with 23800mAh battery, let you say goodbye to frequent charging, and it can standby for 1800 hours. Not only that, waterproof Tank 3 pro Android 14 cell phones can work as a power bank to charge other smartphones or device by OTG cable. Meanwhile, 120W fast charging to finish 90% charged about 1.5 hours, whether playing games or watching videos, you don't worry about your phone running out of battery",1,Smartphones
imgamazon\61IoU069EgL._AC_SL1500_.jpg,"About this item
Exceptional Performance with Cutting-Edge Technology:The REDMAGIC gaming phone is powered by the industry-leading Snapdragon 8 Elite processor, clocking speeds of up to 4.32 GHz. Combined with up to 16GB LPDDR5X Ultra RAM and 512GB UFS 4.1 Pro storage, it achieves a 45% performance boost. The device is optimized for seamless multitasking and gaming, setting a new standard for gaming smartphones.
Revolutionary Display Technology: Featuring a 6.85-inch BOE AMOLED screen with 1.5K resolution (2,688 x 1,216 pixels), 144Hz refresh rate, and peak brightness of 2,000 nits, the display ensures unmatched clarity and energy efficiency. With ultra-narrow bezels and a 95.3% screen-to-body ratio, this smartphone offers an edge-to-edge visual experience, ideal for gamers and entertainment enthusiasts alike.
Innovative Cooling System for Optimal Performance: This gaming cellphone incorporates the ICE-X Cooling System, which leverages liquid metal technology for superior thermal conductivity of 80 W/mK. Its 11-layer structure, including graphene insulation, aerospace-grade aluminum, and a high-speed 23,000 RPM turbofan with RGB lighting, ensures efficient heat dissipation and peak performance during demanding tasks.",1,Smartphones
imgamazon\515cfOcCNyL._AC_SL1500_.jpg,"About this item
? Compact & Lightweight Design – Featuring a 5.5” display with 480x960 resolution, the C24 is designed for easy one-hand use while delivering clear visuals.
?? Smooth Performance with Android 13 Go – Powered by an Octa-Core 1.6GHz processor, 3GB RAM, and 16GB storage (expandable up to 64GB), ensuring a responsive experience.
?? Reliable 4G LTE Connectivity – Supports multiple LTE bands, VoLTE, and HAC compatibility, making it an excellent choice for seamless calling and browsing.
?? Removable 2300mAh Battery – Stay connected throughout the day with a removable Lithium-ion battery, offering flexibility and easy replacement.
?? Dual 2MP Cameras – Capture essential moments with a 2MP rear and front camera, perfect for basic photography and video calls.
?? Essential Connectivity & Audio – Features Bluetooth 5.0, WiFi 2.4GHz, a 3.5mm headphone jack, and a 1217 Box speaker for clear audio output.
?? Includes Accessories for Convenience – Comes with a Type-C USB cable, charger, TPU case, and user manual, so you have everything you need out of the box!",1,Smartphones
imgamazon\61JfY-8odVL._AC_SL1200_.jpg,"About this item
LONG LASTING BATTERY: The Galaxy A13 LTE mobile phone features a long-lasting battery that helps you power through; And when you don’t have time to waste, Fast Charging gives you the boost you need in a hurry
PERFORMANCE YOU CAN COUNT ON: Galaxy A13 LTE brings you fast and reliable performance for smooth browsing, crisp pics and vids, fast streaming and staying connected to your loved ones
EXPANDABLE STORAGE: Your memories and moments are keepsakes, so keep them; With expandable storage up to 1TB and 32GB to start, there’s room enough for family pics, your cherished videos, music and more
VERSATILE CAMERA EXPERIENCE: With 4 camera lenses, Galaxy A13 LTE is your best friend for snapping stunning photos and capturing family moments in motion; Say cheese, roll camera and look back at all of your favorite memories
INFINITE DISPLAY: Your pics and vids or the latest in entertainment — whatever you decide to play back or play forward, do so with all the wonder of an edge-to-edge FHD plus Infinity-V display",1,Smartphones
